id	cleaned_text	HS	TR	AG
1001	an illegal alien from haiti has been accused of shooting a florid police officer in the head leaving him in critical condition	0	0	0
1910	it is no secret that has become one of the safest countries in the world while western rope opened its borders and accelerated its during the crisis eastern rope did the opposite	1	0	0
3812	user parliament who trusts who any more more lies in putting up petrol prices and leaving e will pay for the nus lies tax rises whose health are we paying for really foreign staff interpreters support workers u managed to change immigration pol	1	0	0
1678	this is why we need 2	1	0	1
6144	the next song tried to play but bitch i ain't over fire away yet give me a minute to recover cunt	1	1	0
2073	bola heroes to protest over migrants being denied nus healthcare	0	0	0
8968	reason why men can be garbage human beings but but slap with that not all men crap	0	0	0
7277	5 minutes into prison and chill and you drop the soap...	0	0	0
6922	heard a boy joking about date rape drugs and calling women “bitches.” first of all you look like a peeled banana second of all stop	0	0	0
376	plywood in the began caught in the act film crew staging fake muslin migrant drownings at sea on the green island of create via user fake news...	0	0	0
6724	heartbreak the final heartbreak helps you see what the problem is what you need to do to get better i need to fill that hole	0	0	0
2775	economic inequality and injustice impacts first get nonwhite immigrant families heavily and afro-descended ones in particular	0	0	0
4452	from refugee to olympic athlete	0	0	0
2572	where europe’s migrants are	0	0	0
3395	photo of shooter in ten church attack | sudanese immigrant arrested‘¦emanuel sampson, 25, from sudan	0	0	0
4391	strange that this is going on in the midst of outrage where illegal migrants are being separated from their families camp black lives matter	0	0	0
268	polish prime minister mates morawiecki insisted that poland would push against any discussion on refugee relocation as part of the us migration politics.https //t.co/akup6sjzfk	0	0	0
852	l killed lucky it was a accident it was at 7.30pm after my to got so bored it conked out lane's not not a immigrants hidden in her handbag	0	0	0
5595	you a stupid hoe you a you a stupid hoe	1	1	0
5144	user user user every woman deserves a big dick	1	0	0
5724	don't let chicks who smoke a lot suck your wiener... you'll get dick cancer	1	0	0
4846	girls hear you say “fuckkk” during sex and think her pussy fire first of all hoe ism really just feeling bad for cheating on my girl face with tears of joy  face with tears of joy  face with tears of joy  face with tears of joy 	1	0	0
3654	user immigration is about sharing in the exploitation of the country not sharing in the building or maintaining item country was my home now its a hotel and they think ism going to be a waiter	1	0	1
1870	user user user thanks to president trump there are more jobs than people good workers are being rewarded ps open borders mean lower wages for america citizens	1	0	1
4983	hate - you are a toxic bitch and will always be one you got your way i am going to be fired again anyways you toxic bitch	1	1	0
8151	user ism sure you also get mad when guys stair at up ass and act like you don't understand why they do it	0	0	0
4103	user user user make sure this illegal alien spends the rest of his life behind bars and make sure his remains are deport at the end of his miserable life.#buildthatwall	1	1	0
8687	user i cannot imagine any woman who does not have a sexual assault or rape or both even more than once sad	0	0	0
848	activist illegal immigration hurts black men most via user	0	0	0
1915	leftist guy kicked out from his own house naked by refugees he invited	1	0	0
4311	prana maria's immigrant architecture is more relevant than ever says user	0	0	0
7531	user you should date me then... but i don't date	0	0	0
3640	the democrat hypocrisy is disgusting demo scream about russia hacking our elections but ignore the fraudulent illegal immigrant vote because demo can't control the nonexistent russia vote but you can control the illegal vote...dead or alive pass	1	0	1
465	how far can you push working people a billion to syria refugees and tax credits which top up peoples wages cut , our children starve too	1	0	0
7973	user um thankfully unlike you not all men are twisted sexual predators	0	0	0
4981	women started from the bottom still here	1	0	0
7256	when i think about all the people that hate me	0	0	0
3081	remember when canada am just trudeau said this well the tide is turning in canada as citizens tell him enough is enough... we can't welcome this many	0	0	0
4436	i	0	0	0
2289	training for refugees in mahatma started today at the newly inaugurated elite center	0	0	0
476	the latest jury convicts jet ski migrant smugglers	0	0	0
1114	the ðÿ‡ªðÿ‡ºeu discuss the possibility of establishing refugee camps in north african countries	0	0	0
2804	historically refugee agencies have focused on meeting immediate relief needs but what if we could do more john barbaric	0	0	0
8743	user user 2 hysterical women in the us senate	1	1	0
8995	dear people... before you bitch about a black superman please do a bit of reading and then stfukthxbai	0	0	0
6850	women for the first time are raising their voice and asking for peace bitch palestinian women have been protesting/marching for 69 years	0	0	0
5888	user you need pound your wet cunt until the slut in the mirror cums .... post a did , so you can watch it later ...	1	1	1
1914	blame the illegal border crossing parents they put their kids in danger sending them with criminal coyotes or crossing the border illegally with them	1	0	1
6242	by making it a muslin man's right to rape non muslin women and children normalize it and remove the outrage	1	0	1
1369	ðÿ‘‹say hi to vanish he is director of user newest country programmed here in bangladesh here he is showing us around the huge camp at coxes bazar over the course of just a few weeks last years hundreds of thousands of people fled here from myanmar	0	0	0
2332	trump to europeans  you are losing your culture via user big time wake up or buy a prayer rug	0	0	0
1214	new user report coming bangladesh is not my country about in camps press conference on 6 august at 10 30 am in at the user - all welcome details here	0	0	0
1076	that the price for bombing a country and kill ghaddaffi through french and brutish forces now libya don't like to keep refugees for the but	1	0	1
5822	woman are good for one thing having sons	1	0	0
2109	facebook's new political advertising policy denounced by immigrants civil rights groups -	0	0	0
3331	user user user there death throes the louder they get the closer they are to the end of the (d)socialist and world dumbest party the do as i say not as i do party motto commies r us	1	0	1
5148	a bitch with fuck with a night just to get back at you but that shit be making y'all look like thottiessssss loose pussy hoe  man facepalming medium-dark skin tone 	1	0	1
8681	- family of nine asylum seekers gang rape drunk woman	0	0	0
432	user keep illegals lock up they broke the law don't let them infect aemricans with diseases	1	0	1
7221	when someone announces they're following	0	0	0
5489	fellas if you have a good girl in your life cherish her and love her because most of these girls/women rather play the hoe	1	0	0
6171	user you sound hysterical and in need of some psychotropic medication calm down it's not that serious	1	1	0
5154	user user u got an underaged girl drunk so you could sleep with her think that's rape	1	0	1
6415	now how this bitch gonna fart and not say excuse me but stink up the hole check out lane	1	1	0
6345	user of hoe or whore you choose sweetie	1	1	0
3323	philadelphia will issue municipal id cards starting next year - chilly	0	0	0
3988	client eastward casts america real life heroes in next film	0	0	0
8266	remember that male jogger who pushed that woman into a bus he probably had very rich lawyers and is lying low in the caribbean. cunt	0	0	0
6949	if you gotta rape a female to get pussy you really should just die	0	0	0
4408	user pal don't play vote bank politics support center in pushing out illegal migrants.after map coming to power,delhi a slum	1	0	1
6720	user user ism preempting you telling me it has a hole punch and post it notes that has been filed in my short term memory not shiny gold pad book	0	0	0
1303	watch migrants claim they have a right to burn property of green farmers it's our land now we are the refugees - free speech time - user	0	0	0
8269	yet another reminder that sexism is alive and well everywhere i am & any woman who stands up for herself is automatically a bitch or a cunt	0	0	0
8536	user i used a belt to close my whore ass around it and hold it deep in place ♡♡♡♡ my cunt is throbbing like a massive knot is in me	0	0	0
2908	notify knows ism a poor immigrants keeps giving me the credit ad man	0	0	0
3682	user thank god trump won#maga	1	0	1
1925	the german government is giving refugees three weeks paid vacations including airfare back to the very countries they fled from because it was unsafe	0	0	0
3911	user africa for african aria for asians, white countries for everyone is white genocide.some basic truths access to white people is not a human righthttps //t.co/c0ghvd6imbremigration 2018  easy come easy go	1	0	0
7079	this is how i feel about all our haters right now	0	0	0
4725	say you on ride bitch ride	1	1	1
1345	user remigration 2018  easy come easy go basic truths access to white people is not a human righthttps //t.co/c0ghvd6imb	0	0	0
5535	i have condoms everywhere so bitches think ism responsible lot ism not fuck condoms	0	0	0
2896	200 black suspects refugees stop the german police to bring one person out of the country after police have to let him go under pressure he escaped in the underground	0	0	0
6691	the woman who nelly of has dropped her case	0	0	0
3672	user stop immigration from all muslin countries	1	0	0
4443	user user shut it down america want the wall fund it	1	0	1
1017	user all of these people from venezuela are on their way to america this is what socialist democrats look like and socialist democrats and liberals will say welcome to america and canada like loser user soon	1	0	1
1110	brazilin judge orders border closed to venezuela immigrants via user	0	0	0
2590	these migrant workers are doing difficult jobs in harsh conditions and they deserve to be respected at work like anybody else its director matt tunnel said.https //t.co/gq98vcx8z9	0	0	0
4672	hungary ðÿ‡­ðÿ‡º  leading security expert jã³zsef horvã¡th revealed that between 85-90% of migrants are not refugees seeking genuine help but economic migrants	0	0	0
3552	italy to help check tunisia migrant flows - treat	0	0	0
1225	iraq immigrant accused of critically wounding colorado cop evaded deportation despite criminal record	0	0	0
5242	if you've ever mentioned me to your therapist give her my number she probably wants to try out the dick that ruined you too	1	1	0
4056	canada teams up with world bank to help rohingya refugees	0	0	0
7459	when she thinks she won the argument but you tell her hold to up then flip the whole thing on her ass	0	0	0
7096	oxymoron of the day factual feminist see the blog	0	0	0
4711	user ice has more talent in his ejaculated sperm than you do in up whole body please shut the fuck up and go suck idubbz dick u cunt	1	1	1
2249	these people are not your friends they are true .@realdonaldtrump supporters who hate people color hispanics, immigrants and women	1	0	1
3867	will slovenia join hungary poland czech republic slovakia camp austria in electing a right wings anti-muslim immigration government via user better late then never...	0	0	0
5755	ism a human being not a toy so stop fucking playing with me	1	0	0
7989	user take your time find your peace and grow in it not all men are like that you deserve better	0	0	0
872	developing countries host 85% of world's refugees	0	0	0
4027	i lost several friends over openly supporting & voting for user user & one of the main reasons i voted for him was his promise to build a border wall & so help me if he doesn't ill sit home in 2020 user	1	0	1
3830	pro gay marriage is legal now that means if one of my friends is ever an illegal immigrant then all we gotta do is get married and they'll get their papers	0	0	0
6157	user user user she is a filthy whore cunt didn't change her own name when she got married but	1	1	0
2646	another perpetrator from the middle east where are the optic christian who where the real victims over there political psalmist's are very dangerous they are not refugees they are fleeing the scene of the crime and the far left welcome them here in brain with open arms	1	0	0
7442	when you wake up and she's gone	0	0	0
1764	user great job mayor you are slowly turning onion into just another shithole.you should follow the example of our great president trump he will not let america become a shithole, he believes in enforcing laws and limiting immigration	1	0	1
787	hiv-positive shelter worker in mesa sexually abused 8 immigrant boys authorities say	0	0	0
7136	when you're sneaking snacks into the movie theater	0	0	0
8548	asked job why he was such a whore when we split up & he said to piss you off & it worked bitch you that i	0	0	0
7663	cough cough loser	0	0	0
6428	user sorry the old sapphire can't come to the phone right now why oh cause she's busy filling her whore hole	1	1	0
1108	user user what a nonsense answer you learned that yourselfanyone who actively or passively subscribes to immigration and especially assimilation is joining the battle to destroy whites and it makes no difference whether their	1	0	0
5909	user be my whore my slut my bitchy  red heart  red heart  kiss mark  tongue 	1	1	0
265	right on	0	0	0
4296	syria refugees destroy hotel bible's camp property they are not optic christian refugees can i guess that they are muslin refugees the prime victims in the mid east are optic christian who been unable to travel with violent museums to the west	1	0	0
3954	in urges to unite on asylum migration	0	0	0
2126	how slams appalling conditions of migrant camps in northern greece	0	0	0
7107	the will not support man's rights what are you doing about it see the blog watch men of action	0	0	0
2537	leads jihad's read no twee woken longer vast no is no turns no morocco's no slam borders close refugees are not welcome in rope e no market no cabinet rutte111 king oleander country verrarder said stays black no animal suffering fuck sylvan	1	0	1
1845	ms-13 suspect who allegedly killed man burned body entered us as unaccompanied alien child'https //t.co/7swcaaakk5#buildthewall	1	0	1
6087	nothing but a money grubbing russia cunt whore	1	1	1
7085	lets get rid of women sports and make men and women play side by side	0	0	0
6221	user right then she goes oh i had sex with frank poor baby ahahah' no bitch if that ain't rape i don't know what is	1	1	0
4688	a rare move by got to jail its soldiers for killing but lawyers say more reform is needed user user user user	0	0	0
8661	user you seem hysterical screaming is not gonna make the trump collusion with russia less true no matter the size of the font	0	0	0
505	president mama and illegal immigration is not a victimless crime it cost taxpayers and lower wages	1	0	0
833	this human-elephant conflict has seen 13 refugees killed in elephant attacks since ago last year user user user user user user user user user	0	0	0
7762	when someone takes a post too seriously and writes an essay in the comments	0	0	0
4622	leaked photo reveals mass trial of immigrants in texts - mouton chronicle -	0	0	0
7980	user ...hits you with the not all men of course there were conflicted christian but those who self rident	0	0	0
3837	of our many planned events this refugee awareness month and immigrant heritage months we cannot think of a better conclusion than an evening of prayer and worship join our international group of family,...	0	0	0
5798	it user you're wearing yoga pants to show off your ass don't give me this bull shit they're comfy we all know the truth ladies	1	1	0
5906	user laugh you bitch when a family member dies we on tweeter get the last laugh you slut	1	1	1
7419	when you cut her off and the dick is bomb	0	0	0
8934	my voice will not be silent you name pigs will pay for my rape and the rape of all women  raised fist dark skin tone , children prisoners  raised fist dark skin tone , lgbtq i elderly ....	0	0	0
2874	user user user user user user user user user user user user user user user user user user user user	0	0	0
8811	user your asking about the most hysterical womanbetween you and donate trump i now definitively know the definition of projection	1	1	0
3625		0	0	0
6482	user eats entire bags of dicks like seriously have seen him eat an entire bag of disembodied cocks he's a ravenous cunt my	0	0	0
5691	user user user think all the rape put a bit of a dampener of liberation the	1	0	0
6498	user i love you so much him i we love you on ho or wat u r cut that give us inspirations we treasure you as how y'all treasure army	0	0	0
547	happy fridge world relief has partnered with local churches in over 100 countries to provide disaster response health camp child development refugee support economic development camp peacebuilding. reply and let us know what aspects of our work you would like to know more about	0	0	0
1803	user is it wrong that my first reaction to this photo is to feel sorry for whoever had to write on that dudes ass	1	0	0
1698	user user put this under the category news the mom somehow always manages to missus muslin school teaches to kill non-muslims (islamic sharia law)https //t.co/vfhwk62z83remigration 2018  easy come easy go	1	0	1
884	the first immigrant to what would become new york city was dominican	0	0	0
5667	user mermaids are women therefore they suck and have to be sacrificed	1	0	1
4076	credit card boy in gunman smith and other politicians should be forced to pay their dues mind u its not tax credits cuts that's for us	0	0	0
1327	can 8 52am nonprofit organizations lead charge to reunite families . maria mussels immigrant camp refugee services catholic charities...	0	0	0
7854	user you dopey hunt how did your ancestors from pakistan become muslin they where forced to join the evil	0	0	0
4345	young immigrants detained at juvenile detention center allege abuses via user not buying it...	0	0	0
7439	when your friend won't stop talking about their ex	0	0	0
2769	user yet 'again'the only thing that so-called refugees bring to the righteous western world is '#terrorism' and sexual criminality'the true people know 'this'now they are telling the '#fakenews too#kothen	1	0	0
7149	i like to delete comments that say first to assert my dominance	0	0	0
2949	are you interested in representing children in matters learn about recent developments in law and policy with regard to important protections available to children including special immigrant juvenile status (sijs) and -	0	0	0
2962	the us is 21 trillion in debt we cant afford to be mexico and central america welfare state low skills uneducated no english wanting welfare education medicaid on the us taxpayers red hen via user	0	0	0
3762	user aiding illegals is against federal immigration laws a felon up to 5 years in prison help instead of burdening the us taxpayer us is not central america dumping ground for their kids we have is homeless kids we need to help f	1	0	0
8176	when your girl trona be slick and get the password to your phone	0	0	0
238	texts has moral responsibility to protect detained immigrant kids hispanic lawmakers say yes and so do other 49 other jurisdictions in as many states of the union - each having state laws against child abuse	0	0	0
243	slam in europe) documentary how arab and african immigrants destroying... via user	1	0	1
1390	user protect undocumented immigrants	0	0	0
3425	what kind of goons and buffoons stop a magazine launch	0	0	0
6359	user my new hoe why the whore label i gonna call million dollars whores records late and get mind	1	1	0
6455	user user that cunt ass hoe recording can get fox news 2	1	1	0
8390	alias and i and one other cool girl just had to fight this not all men dickhead i hope fucking dies	0	0	0
4405	user user go home you do not belong among ordinary people killing raping enslaving and torturing people is not allowed even if you call it a religion you have no rights over me	1	0	0
7713	when you see someone you know on tinder so you super like them and they never talk to you again i	0	0	0
2472	user please visit today & help	1	0	0
5168	if i was a woman i would probably be a hoe lot they have so much fun and nights pay them for stupid shit	1	0	0
6293	stop tweeting about football you're a girl and you opinion doesn't count	1	1	0
6437	this women can do only one think back into her rate hole never to come out again rat if she show up on surface am call	1	1	0
2773	nemesis are the fastest growing refugee population in jordan	0	0	0
5279	user bitch you crazy as hell if you think you not bringing my niece to see me the fuck i was there when her ass was conceived madam	1	1	0
4054	user cyprus is not a green island but a sovereign country	0	0	0
3309	user user user user user user user user user user illegals buildthatwall	1	0	0
7103	see the monthly post that highlights men of action man's rights are here	0	0	0
3627	as the european union gives political cover to italy camp other states blocking camp threatening charities rescuing refugees camp migrants escaping libya death rate soars to staggering 1 in 7	0	0	0
2433	excellent analysis user on latest refugee industry talking point---the open borders industry claims that taking more refugees helps our foreign policy position in the world.are we thus allowing the in to dictate our foreign policy good questionhttps //t.co/2izfr1ws2d	0	0	0
6565	if someone got body and dick..... but not the face.... would you dub them	0	0	0
5692	user don't worry about it and go make me a sandwich woman	1	1	0
7555	when you get your ex as your waitress	0	0	0
4398	tired of trying to speak 4 all pal of color i and they don't speak 4 me i support and support deporting all needs to be done legally no excuses also abolish the program foreign r taking jobs	1	0	1
5216	i don't pay my bills on time i wait for the final notice to come in and then i just throw it away and that's exactly how i handle my women	1	0	0
7609	when your best friend gets out of that relationship and you finally have your hoeing partner back	0	0	0
5922	user user not all men need female warden to rule his life and make him miserable i get you the	1	0	0
3882	"video part i onion a frame trailer on busy a where thousands of drivers saw our banner say no to immigration""#brexit"	1	0	0
2128	excited to be at the user roundtable	0	0	0
6219	now depends if he rape am that's a dub if its a random bitch he a whole dickhead but i stand by em right or wrong	1	1	0
5948	let's me honest news offer things and the white women are just skunks museums gang rape and beat white women	1	0	1
3347	democrats need to change that hispanic split 59 % of hispanics surveyed here think most immigrants are in the united states illegally that is likely a contributor to demo not being able to win hispanic votes by a bigger margin https //t.co/95flssx4hi	1	0	0
8220	waking up sundae morning hungover as fuck like...	0	0	0
1609	mike hyson calls syria refugees cowards i agree	1	0	1
1819	church takes stand against trump's immigration policy in the most foul disgusting way via user this is a cult,not a church.more useful fools...	1	0	1
3115	‘˜#donaldtrump is right is losing its culture because of immigration we stand with	1	0	0
8778	user weinstein must be your daddy you fat slob both of you are ugly a and i guess need to rape women to get	0	0	0
7372	when life gives you lemons just remember... nobody gives a fuck keep that shit to yourself	0	0	0
8599	user wrong you slithering hunt	0	0	0
6449	dumb cunt mom just know i coming for you hoe	1	1	1
5097	user mom perfect body and so am i am now come here girl i got a big cock for u to play with i	1	1	0
3566	500,000+ south organs sign petition opposing muslin immigration are they racist white supremacists too	1	0	1
8742	the pain of a woman being targeted as a purely pleasure object goes beyond the physical its a rape of the soul	0	0	0
4370	palestinian refugees living without work is a slow death	0	0	0
9147	user not all men your right young wouldn't treat me like this	1	0	1
4207	this community won't let go of weinstein like he's still rich enough for demo cash it seems....i wish to hear more globalist celebs adopt more immigrants/refugees, the children in poverty still have their parents to take care of them....	0	0	0
8506	user man this bitch got no clue what shes even attracted too...show any women vulnerability and shes gonna be	0	0	0
3968	fronted can help...w-accounting.ðÿ˜¬migrant shuffling ðÿ”„ terrible precedentðÿ‘‰once migrants know others not being sent back more will follow camp this never ends.even seems content if other gullible leaders share burden”.does nothing to solve crisis.eu running in circles	1	0	1
5182	ism back in it bitch if the head game is right and that pussy feel good throw a rack at that bitch	1	1	1
1939	user when the story's relax non e immigration for nus recruitment then make it harder for people to make complaints and sue incompetent medical practice go hand in hand and there is a price for not training up staff everything has a price it	0	0	0
3239	user rohangyas dangerous pal don't get cowed down by appeasement class.deport all illegal migrantswhy muslin nation not taking them	1	0	1
3099	stepped miller's latest white supremacist immigration proposal has reportedly arrived via user	0	0	0
2261	watch afghan immigrant threatens i want you dead as green police do not allow him to cross the border into western rope - free speech time - user	0	0	0
3180	immigration and diversity systematic raping and killing of white girls across the west via user	1	0	1
955	sturgeon learn from the up vote immigration will be your own down fall stay in rope but with strong immigration rules or ignore and fall	0	0	0
6719	trying to undermine women speaking out and suggesting women lie about sexual assault i victim blaming and rape apologizing i	0	0	0
1508	serbia government committed to resolving refugee issue	0	0	0
7188	so is caitlyn celebrating half the day or nah	0	0	0
1785	astonishing moment dozens of land on packed punish beach via user invasion of continues 24/7#freeloaders	0	0	0
7386	when he promised you he was gonna fuck the shit out of you but can't even make it to round two	0	0	0
1928	like the and orders this will be another blow to the open borders crowd clue some of those so called parents already deported lets send their kids back too	1	0	1
4937	a man knows the difference between a woman and a lie of whore bitch	1	0	0
7654	shootout to everyone accidentally blowing fingers off on video today so we can all have a good laugh tomorrow... y'all patriotic a	0	0	0
4591	user user send the kids back to their deported parents in their country they should exit together	1	0	1
8293	but bitch hey they look so good user let me be your slut	0	0	0
6959	god did you hear about that stupid guy who works at couture who is a total cunt i think his name is chugchog'	0	0	0
1442	angel market was a superstar she's been very badly hurt by immigration	0	0	0
4842	user women are ridiculous man like bitch ism 5’2. ism sorry your crush went for a shorty i	1	0	0
8759	stop you lie out the gate lot to you except you want pussy out the gate	1	1	1
6084	user i have diarrhea that smells better than u spook nigger coon cunt pig whore and fuck up faggot ass hat bitch dyke twat retard	1	1	0
222	hitter left a stain on germany for the atrocities he committed against the news trump will leave a stain on america for the atrocities he's committing against these immigrant families i only hope there is a reenactment of the nuremberg trials at the end of his reign	0	0	0
347	user its time to end mama illegal and stop rewarding illegal immigration us youths need via user	1	0	1
573	eight years of mama's weakness toward russia	0	0	0
7818	you want to treat women better here's a list to start with	0	0	0
1267	there is now a up parliament petition put pressure on donate trump to end the separation of migrant families.#hostileenvironment	0	0	0
8867	i such a fucking cunt bitch and i don't even mean to be goddammit	0	0	0
2205	so migrants illegally sneaking into the us can't expect to remain with their kids duh they aren't walking into a mall but a different sovereign country which needs to end the influx	1	0	1
4976	user sank traitor bitch user	1	1	0
5686	user don't even get me started on spandex	1	0	0
3265	lots of proud veterans would lend a hand as well	1	0	0
2183	italy denies our right to worship slam - muslin migrants complain about the life in italy - free speech time - user	1	0	0
4574	militiamen still roaming in the countryside 400.000 refugees 10.000 political prisoners 2000 dead whose families are crying for justice.... anyone who ignores those issues and just talks about 2020 elections is disingenuous	0	0	0
6791	fucking yellow card stupid cunt	0	0	0
5351	they really need nerd down bitch ass symmetry with her little whore ass turrets	1	1	0
2408	25 straight minutes of illegal aliens crossing into us through arizona ranch	1	0	1
6111	heard that's up bitch but that lie whore a bopper  face with tears of joy  face with tears of joy  face with tears of joy 	1	1	0
6188	how u gonna talk about how men r trash and rape culture but u out here laughing at a girl u hated in high school getting raped bitch fuck u	1	1	0
8186	stop trying to please everyone you're not my cock... please yourself	0	0	0
706	once someone is on canada soil and claims asylum we have an obligation domestically and internationally to grant them a fair hearing	0	0	0
4960	why do people still like chis brown he's a fucking woman beating cunt	1	0	0
7985	user and 4. i was calling you the sexist obviously it applies to you don't not all men me when you can't even	0	0	0
6349	user your just a dirty fucking whore u got all this chat about me go suck up fucking mum u disgusting lie hoe say sitting	1	1	0
4380	user 2 illegals do not make a legal	1	0	1
8348	user the thing is some men are shy and some women are more forceful like me not all men are the out front protectors	0	0	0
6567	against rape i ism not a violent person but if someone attacks you defend yourself rape i	0	0	0
4741	why did women vote for trump bitches will vote for a bitch	1	0	0
5328	once a hoe cross me on some fake shit then want play victim i could never be friends again yea i forgive you but i can't flu like that ma	1	1	1
2223	prepares to pull out of urn migration pact	0	0	0
5278	what a stupid cunt	1	1	0
2181	"user user still can't be even the neonates behind the ""rapefugee"" website only claim around 450 rapes by immigrants for all of 2016 (800% more than suspected i rapes officially recorded so if we pretend for a moment those numbers are"	1	0	1
2954	user syria refugee why aren't you mentioning that oh ya i forgot diversity is strength	1	0	1
1384	aren't u one of the low life scum who defends people bringing fontanel into this country from mexicosorry, but i won't apologize for being more concerned at the 70,000 pal dying from drug overdoses than people sneaking into the country illegally#buildthewall	1	0	1
7213	when your whole life is falling apart but you refuse to let them see you sweat	0	0	0
7618	when you do finally give up and start buying them cats at least you won't have to drink alone loser	0	0	0
8860	i don't know anything about that man but i know no woman is obligated to accept his apology for a rape joke... cry about it	0	0	0
4496	here we go again a population of trapped refugees under attack by the state that exiled them	0	0	0
8118	does he think women will like him more if he capitulates to their hysterical agenda or perhaps he thinks that mock	0	0	0
5466	it'd get on yo ass just like some britches my girl ah wood yo ho she throw de bitches  man dancing medium-dark skin tone  man dancing medium-dark skin tone 	1	1	0
2855	there is in fact an crisis in canada and it is the xenophobic inhumane camp blind world view spawned by the user canadians need to come together to fight off these forces and maintain a well-deserved reputation for humanity	0	0	0
2049	us to require would've immigrants to turn over social media handles -	0	0	0
4482	user they won't be able to , all planes will be grounded our ports will be shut down and in any case they will have to apply for visas which barrier will refuse , unless they are granted refugee status and that will take years	0	0	0
9038	"user like when they say real men don't rape women""/""if you hit a girl you're not a man you're a bitch"	0	0	0
7381	if you don't love and hate me at the same time then we probably aren't really friends	0	0	0
1154	more than 1,500 refugees and migrants have died attempting to cross the mediterranean in the first 7 months of this years news release	0	0	0
1747	according to my damped group shouting refugees welcome is not the correct way to warn people of incoming threats...	0	0	0
2150	cheap land is our immigrant heritage	0	0	0
3196	use & & aka militant extremist & as insurgents for revolution half of us museums immigrated under	1	0	1
7365	people don't scare me my inability to be scared by people sometimes does tho	0	0	0
5767	ladies don't act like you care about shark week make me sandwiches while i watch it	1	0	0
7456	when the ganging goes horribly wrong	0	0	0
3020	new blog post âž at world relief we've welcomed and provided support to almost 300,000 refugees since 1979. we love these strangers as neighbors because jess calls us to but we also do it because we know that's what we'd all want for our own families	0	0	0
1610	the story of an immigrant community in columbous oho and how changes in immigration enforcement are impacting them	0	0	0
8464	looks like you but in sank form i	0	0	0
8137	if i ever met tailor she would be like   get this hysterical girl away from me.....and frankly it'd agree w her	0	0	0
2172	the trump supporter has made a name for himself with anti-immigrant views and allegations of voter fraud will republicans make him their pick for governor	0	0	0
535	refugees resist pressure to go home	0	0	0
2612	user good luck user more america from open borders pro illegal anti america agenda via user	0	0	0
1867	immigrant entrepreneurs important to fabric of michigan and to strengthening its communities	0	0	0
7589	when you see your friend that's in prison posting on facebook...	0	0	0
677	the trump administration today demanded repeal of protections for unaccompanied immigrant children calling them ‘loopholes.’ they are not low they are great but every once in awhile a genius comes along and gives me an idea that i use.....special shout out to candle owns told	0	0	0
7715	you ever be driving and briefly forget where you are where you're going how you got there who you are or why you're alive cause same	0	0	0
8358	user not all men you are all driven by the same lusts women are some just pursue those lusts differently i	0	0	0
4715	user shut the fuck up you cunt	1	1	1
7658	pathetic is not attractive	0	0	0
3448	the stock markets chilled heel	0	0	0
8523	user you're the most dumb night in the history of dumb niggard arguing with women like a lie bitch	0	0	0
5231	people that ask you why you followed them are the worst kind of people... bitch cause fuck you that's why	1	1	0
5914	user almost everyone have met says eating at all is being a slut or whore but jumping from person to person is definitely being one mate	1	0	0
7755	when she says she only dates black guys	0	0	0
4700	user immigration on mass in rope kills our culture our languages and over stretches our own resources such as hospitals schools know italy greece , et , your right send them back home but please do not separate families islamic countries	1	0	1
968	watch elderly swish woman forced to stand up for a muslin migrant on a bus - free speech time - user	0	0	0
1830	arc in odisha, but what's the homework	0	0	0
3804	user can't even give that rag away a waste of paper	1	0	1
9188	' teaching women how to wear modest clothes and looking unattractive will reduce rape whaaaaat	0	0	0
8154	all you boys going to senior week wear a condom cut when girls say they're on the pills they're probably lying	0	0	0
2237	according to unhurt in 2017, there were 24.5 million refugees who had fled their countries to escape conflict and persecution this is 2.9 million more than in 2016, and the biggest increase under has seen in a single years you can help âž	0	0	0
1153	over the past two weeks 829 refugees arrived in the us 13,785 have arrived in fy18, but we are more than 16,000 people behind schedule we will continue to stand for the vulnerable	0	0	0
1709	user user and what map have done.surpassed long in appeasement.pushed deli to large slum.iillegal muslin migrants seen all over.go&amp;check nzm,jamia	1	0	1
6894	ism such a little pussy ass bitch on my period what the look	0	0	0
4884	if a woman doesn't want you just unleash your charm women are weak and will cave after almost nothing	1	0	0
7379	how i take sad tests	0	0	0
4730	cut yo boy and yo girl have you heard pull a bad bitch by reeve's stuffed with on	0	0	0
2828	illegal immigrant beheads 13-year-old girl after he forces her to watch grandmothers murder this is what user support killing by illegals as they protect them in user media blackout via user	1	0	0
7388	it'll only break your heart to make you stronger as a person... man you should thank me really	0	0	0
3754	beat up teachers and students merely got exercising their freedom of expression able dust president brought guns into dust and like true goons won't let user launch a magazine	0	0	0
3711	presenter loses immigration debate with vulgarian politician via user	0	0	0
1277	president and coo of catholic relief services mean callahan reminds us refugees need our assistance not our fear.https //t.co/fegaavqfau	0	0	0
4372	user user user good job now start building/funding the wall#buildthatwall	1	0	0
2964	these are not refugees but aggressive male migrants the me leaders - with exception of user want to kindly share w-others. in reality they already have by previously “waving-through” hundreds of thousands of unknown migrants to roam europe. user	1	0	0
9065	"this is literally self-proclaimed nice guys they'll be the ones going not all men i wouldn't do that""shut the fuck up man no one fucking cares your feelings are hurt when women get harassed for not covering up their pinkie fingers or sun"	0	0	0
2264	sheffield, england  somalia mayor bans donate trump from the city via user who elected this twit...	0	0	0
